name,neighborhood,address,url,is_nyc
b'Salumeria Rosi',b'Upper West Side',"b'283 Amsterdam Avenue,New York, NY  10023'",b'salumeria-rosi?scpref=107',b'True'
b'Salute',b'Murray Hill',"b'270 Madison Ave.,New York, NY  10016'",b'salute?scpref=107',b'True'
"b""Salvatore's Italian Gardens Restaurant""",b'Buffalo',"b'6461 Transit Rd,Depew, NY  14043'",b'salvatores-italian-gardens-restaurant?scpref=107',b'False'
b'SamSara',b'South Street Seaport',"b'277 Water Street,New York, NY  10038'",b'samsara?scpref=107',b'True'
b'San Marino Soho',b'SoHo',"b'66 Charlton Street,New York, NY  10013'",b'san-marino-soho?scpref=107',b'True'
b'Salt Creek Grille - Rumson',b'Rumson',"b'4 Bingham Ave,Rumson, NJ  07760'",b'salt-creek-grille-rumson?scpref=107',b'False'
"b""Sam Bahri's Steakhouse""",b'West Village',"b'257 Sixth Ave,New York, NY  10014'",b'sam-bahris-steakhouse?scpref=107',b'True'
b'Salt Creek Grille - Princeton',b'Princeton',"b'1 Rockingham Row,Princeton, NJ  08540'",b'salt-creek-grille-princeton?scpref=107',b'False'
b'Sala One Nine',b'Gramercy / Flatiron',"b'35 West 19th Street,New York, NY  10011'",b'sala-one-nine?scpref=107',b'True'
b'Saju Bistro',b'Theater District / Times Square',"b'120 West 44th Street,New York, NY  10036'",b'saju-bistro?scpref=107',b'True'
b'Sagaponack Bar and Grill',b'Gramercy / Flatiron',"b'4 West 22nd Street,New York, NY  10010'",b'sagaponack-bar-and-grill?scpref=107',b'True'
b'Salinas',b'Chelsea',"b'136 9th Ave.,New York, NY  10011'",b'salinas?scpref=107',b'True'
b'Saffron Restaurant - LI',b'Glen Head',"b'70 Glen Head Road,Glen Head, NY  11545'",b'saffron-restaurant-li?scpref=107',b'False'
b'Salmon River',b'Midtown East',"b'3 East 40th Street,New York, NY  10016'",b'salmon-river?scpref=107',b'True'
b'Sakagura',b'Midtown East',"b'211 East 43rd Street,Basement,New York, NY  10017'",b'sakagura?scpref=107',b'True'
"b""Sahara's Turkish Cuisine""",b'Kips Bay',"b'513 Second Avenue,New York, NY  10016'",b'saharas-turkish-cuisine?scpref=107',b'True'
b'Salt Bar',b'Lower East Side',"b'29 Clinton Street,New York, NY  10002'",b'salt-bar-new?scpref=107',b'True'
b'Saffron Restaurant',b'Howard Beach',"b'161-50 Cross Bay Blvd,Howard Beach, NY  11414'",b'saffron-restaurant?scpref=107',b'True'
b'S Dynasty',b'Midtown East',"b'511 Lexington Avenue,2nd Floor,New York, NY  10017'",b's-dynasty?scpref=107',b'True'
b'Rye House',b'Union Square',"b'11 W. 17th St.,New York, NY  10011'",b'rye-house?scpref=107',b'True'
b'Rye Grill and Bar',b'Rye',"b'1 Station Plaza,Rye, NY  10580'",b'rye-grill-and-bar?scpref=107',b'False'
b'Ruvo West',b'Greenlawn',"b'63 Broadway,Greenlawn, NY  11740'",b'ruvo-west?scpref=107',b'False'
b'Ruvo East',b'Port Jefferson',"b'105 Wynn Lane,Port Jefferson, NY  11777'",b'ruvo-east?scpref=107',b'False'
"b""Ruth's Chris Steak House - Westchester""",b'Tarrytown',"b'670 White Plains Road,Tarrytown, NY  10591'",b'ruths-chris-steak-house-westchester?scpref=107',b'False'
"b""Ruth's Chris Steak House - Weehawken""",b'Weehawken',"b'1000 Harbor Blvd.,Lincoln Harbor,Weehawken, NJ  07086'",b'ruths-chris-steak-house-weehawken?scpref=107',b'False'
"b""Ruth's Chris Steak House - Princeton""",b'Princeton',"b'2 Village Blvd.,Princeton, NJ  08540'",b'ruths-chris-steak-house-princeton?scpref=107',b'False'
"b""Ruth's Chris Steak House - New York City - Midtown""",b'Theater District / Times Square',"b'148 West 51st Street,New York, NY  10019'",b'ruths-chris-steak-house-new-york?scpref=107',b'True'
"b""Ruth's Chris Steak House - Garden City""",b'Garden City',"b'600 Old Country Road,Garden City, NY  11530'",b'ruths-chris-steak-house-garden-city?scpref=107',b'False'
b'Russian Samovar',b'Theater District / Times Square',"b'256 West 52nd Street,New York, NY  10019'",b'russian-samovar?scpref=107',b'True'
"b""Ruth's Chris Steak House - Hartford""",b'Hartford / West Hartford',"b'2513 Berlin Turnpike,Newington, CT  06111'",b'ruths-chris-steak-house-hartford?scpref=107',b'False'
"b""Ruth's Chris Steak House - Parsippany""",b'Parsippany',"b'1 Hilton Court,Parsippany, NJ  07054'",b'ruths-chris-steak-house-parsippany?scpref=107',b'False'
b'Russian Firebird Restaurant Time Square',b'Theater District / Times Square',"b'365 West 46th Street,New York, NY  10036'",b'russian-firebird-restaurant-time-square?scpref=107',b'True'
"b""Runyon's""",b'Seaford',"b'3928 Merrick Road,Seaford, NY  11783'",b'runyons?scpref=107',b'False'
b'Ruchi',b'Financial District',"b'120 Cedar Street,New York, NY  10006'",b'ruchi-new-york?scpref=107',b'True'
b'Rue 57',b'Midtown West',"b'60 West 57th Street,New York, NY  10019'",b'rue-57?scpref=107',b'True'
"b""Ruschmeyer's""",b'Montauk',"b'161 Second House Road,Montauk, NY  11954'",b'ruschmeyers?scpref=107',b'False'
b'Russian Tea Room - NYC',b'Midtown West',"b'150 W 57th Street,New York, NY  10019'",b'russian-tea-room?scpref=107',b'True'
"b""Russell's Steaks, Chops, and More""",b'Buffalo',"b'6675 Transit Rd,Williamsville, NY  14221'",b'russells-steaks-chops-and-more?scpref=107',b'False'
"b""Ruby's Oyster Bar and Bistro""",b'Rye',"b'45 Purchase Street,Rye, NY  10580'",b'rubys-oyster-bar-and-bistro?scpref=107',b'False'
"b""Ruby Foo's - Times Square""",b'Theater District / Times Square',"b'1626 Broadway,New York, NY  10019'",b'ruby-foos-times-square?scpref=107',b'True'
b'The Roycroft Inn',b'Buffalo',"b'40 South Grove Street,East Aurora, NY  14052'",b'the-roycroft-inn?scpref=107',b'False'
b'Route 100 Bar & Grill',b'Yonkers',"b'2211 Central Park Avenue,Yonkers, NY  10710'",b'route-100-bar-and-grill?scpref=107',b'False'
b'Rubirosa',b'NoLita',"b'235 Mulberry Street,New York, NY  10012'",b'rubirosa?scpref=107',b'True'
b'The Round Table at the Algonquin Hotel',b'Midtown West',"b'59 West 44th Street,New York, NY  10036'",b'the-round-table-at-the-algonquin-hotel?scpref=107',b'True'
b'Rouge Wine Bar',b'South Norwalk',"b'88 Washington Street,South Norwalk, CT  06854'",b'rouge-wine-bar?scpref=107',b'False'
b'Rouge et Blanc',b'SoHo',"b'48 MacDougal Street,New York, NY  10012'",b'rouge-et-blanc?scpref=107',b'True'
b'Rouge Tomate',b'Midtown East',"b'10 East 60th Street,New York, NY  10022'",b'rouge-tomate?scpref=107',b'True'
"b""Rothmann's Steakhouse - NYC""",b'Midtown East',"b'3 E. 54th Street,New York, NY  10022'",b'rothmanns-steakhouse-new-york-city?scpref=107',b'True'
"b""Rothmann's Steakhouse""",b'East Norwich',"b'6319 Northern Blvd,East Norwich, NY  11732'",b'rothmanns-steakhouse?scpref=107',b'False'
"b""Rossini's Restaurant""",b'Murray Hill',"b'108 East 38 Street,New York, NY  10016'",b'rossinis-restaurant?scpref=107',b'True'
"b""Rosie's Bistro Italiano""",b'Bronxville',"b'10 Palmer Avenue,Bronxville, NY  10708'",b'rosies-bistro-italiano?scpref=107',b'False'
"b""Rosie O'Grady's - Times Square""",b'Theater District / Times Square',"b'149 West 46th Street,New York, NY  10036'",b'rosie-ogradys-times-square?scpref=107',b'True'
"b""Rosie O'Grady's""",b'Midtown West',"b'800 7th Avenue,New York, NY  10019'",b'rosie-ogradys?scpref=107',b'True'
b'Rose & Hunt Restaurant at Fox Hollow',"b'Woodbury, NY'","b'7725 Jericho Turnpike,Woodbury, NY  11797'",b'rose-and-hunt-restaurant-at-fox-hollow?scpref=107',b'False'
b'Rosanjin',b'TriBeCa - Downtown',"b'141 Duane Street,New York, NY  10013'",b'rosanjin?scpref=107',b'True'
b'Rosa Mexicano - Union Square',b'Union Square',"b'9 E. 18th St.,New York, NY  10003'",b'rosa-mexicano-union-square?scpref=107',b'True'
b'Ronin (Formerly: Ronin Bar & Grill)',b'Midtown East',"b'9 E. 37th Street,New York, NY  10016'",b'ronin-formerly-ronin-bar-and-grill?scpref=107',b'True'
b'Roger Sherman Inn',b'New Canaan',"b'195 Oenoke Ridge,New Canaan, CT  06840'",b'roger-sherman-inn?scpref=107',b'False'
b'Rosa Mexicano - First Avenue',b'Midtown East',"b'1063 1st Avenue,New York, NY  10022'",b'rosa-mexicano-first-avenue?scpref=107',b'True'
b'Rosa Mexicano - Lincoln Center',b'Lincoln Center',"b'61 Columbus Avenue,New York, NY  10023'",b'rosa-mexicano-lincoln-center?scpref=107',b'True'
b'Rosa Mexicano - Riverside Square',b'Hackensack',"b'390 Hackensack Avenue #60,Hackensack, NJ  07601'",b'rosa-mexicano-riverside-square?scpref=107',b'False'
b'RoCCA - Glen Rock',b'Glen Rock',"b'203 Rock Road,Glen Rock, NJ  07452'",b'rocca-glen-rock?scpref=107',b'False'
b'Romera',b'Chelsea',"b'355 West 16th Street,New York, NY  10011'",b'romera?scpref=107',b'True'
b'Rock Center Cafe',b'Rockefeller Center Midtown',"b'Rockefeller Center,20. West 50th Street,New York, NY  10020'",b'rock-center-cafe?scpref=107',b'True'
"b""Rod's Steak and Seafood Grille""",b'Morristown',"b'1 Convent Road,Convent Station, NJ  07961'",b'rods-steak-and-seafood-grille?scpref=107',b'False'
b'Roc Restaurant',b'TriBeCa - Downtown',"b'190 - A Duane Street,New York, NY  10013'",b'roc-restaurant?scpref=107',b'True'
b'Robert',b'Columbus Circle',"b'2 Columbus Circle, 9th Floor,Museum of Arts and Design,New York, NY  10019'",b'robert?scpref=107',b'True'
"b""Robert's""",b'Water Mill',"b'755 Montauk Highway,Water Mill, NY  11976'",b'roberts?scpref=107',b'False'
"b""Rizzuto's Wood-Fired Kitchen & Bar - Westport""",b'Westport',"b'540 Riverside Avenue,Westport, CT  06880'",b'rizzutos-wood-fired-kitchen-and-bar-westport?scpref=107',b'False'
"b""Rizzuto's Wood-Fired Kitchen & Bar - West Hartford""",b'West Hartford',"b'111 Memorial Road,West Hartford, CT  06107'",b'rizzutos-wood-fired-kitchen-and-bar-west-hartford?scpref=107',b'False'
"b""Rizzuto's - Stamford""",b'Stamford',"b'1980 West Main Street,Stamford, CT  06902'",b'rizzutos-stamford?scpref=107',b'False'
b'Riverside Manor Restaurant & Banquets',b'Paterson',"b'27 East 33rd Street,Paterson, NJ  07514'",b'riverside-manor-restaurant-and-banquets?scpref=107',b'False'
b'Riverview',b'Long Island City',"b'2-01 50th Avenue,Long Island City, NY  11101'",b'riverview?scpref=107',b'True'
b'Riverpark',b'Murray Hill',"b'450 East 29th Street,New York, NY  10016'",b'riverpark?scpref=107',b'True'
b'Riingo',b'Midtown East',"b'205 E. 45th Street,New York, NY  10017'",b'riingo?scpref=107',b'True'
b'The Riverhead Project',b'Riverhead',"b'300 East Main Street,Riverhead, NY  11901'",b'the-riverhead-project?scpref=107',b'False'
b'River City Grille',b'Irvington',"b'6 South Broadway,Irvington, NY  10533'",b'river-city-grille?scpref=107',b'False'
b'River Cafe',b'DUMBO / Vinegar Hill',"b'1 Water St.,Brooklyn, NY  11201'",b'river-cafe-brooklyn?scpref=107',b'True'
b'Ristorante DeGrezia',b'Midtown East',"b'231 E 50th Street,New York, NY  10022'",b'ristorante-degrezia?scpref=107',b'True'
b'Ristorante Lombardo',b'Buffalo',"b'1198 Hertel Ave,Buffalo, NY  14216'",b'ristorante-lombardo?scpref=107',b'False'
b'Rino Trattoria',b'Theater District / Times Square',"b'877 Eighth Avenue,New York, NY  10019'",b'rino-trattoria?scpref=107',b'True'
b'Ristorante Il Poeta',b'Forest Hills',"b'98-04 Metropolitan Ave,Forest Hills, NY  11375'",b'ristorante-il-poeta?scpref=107',b'True'
b'Rio Rodizio - Newark',b'Newark',"b'1034 McCarter Highway,Newark, NJ  07102'",b'rio-rodizio-newark?scpref=107',b'False'
b'Rio Rodizio - Union',b'Union',"b'2185 Route 22 West,Union, NJ  07083'",b'rio-rodizio?scpref=107',b'False'
b'Ristorante Aglio',b'TriBeCa - Downtown',"b'277 Church Street,New York, NY  10013'",b'ristorante-aglio?scpref=107',b'True'
b'Revel',b'Meatpacking District',"b'10 Little West 12th Street,New York, NY  10014'",b'revel?scpref=107',b'True'
b'Resto Leon',b'East Village',"b'351 East 12th Street,New York, NY  10003'",b'resto-leon?scpref=107',b'True'
b'Resto',b'Gramercy / Flatiron',"b'111 East 29th Street,New York, NY  10016'",b'resto?scpref=107',b'True'
b'Restaurant X & Bully Boy Bar',b'Congers',"b'117 North Route 303,Congers, NY  10920'",b'restaurant-x-and-bully-boy-bar?scpref=107',b'False'
b'Restaurant Latour',b'Hardyston',"b'One Wild Turkey Way,Hardyston, NJ  07419'",b'restaurant-latour?scpref=107',b'False'
b'Restaurant Soba Nippon',b'Midtown West',"b'19 West 52nd Street,New York, NY  10019'",b'restaurant-soba-nippon?scpref=107',b'True'
b'Restaurant at The Hotel Tides',b'Asbury Park',"b'408 Seventh Avenue,Asbury Park, NJ  07712'",b'restaurant-at-the-hotel-tides?scpref=107',b'False'
b'The Restaurant at the Inn',b'Quogue',"b'47 Quogue Street,Quogue, NY  11959'",b'the-restaurant-at-the-inn?scpref=107',b'False'
b'Restaurant L',b'Allendale',"b'9 Franklin Tpk,Allendale, NJ  07401'",b'restaurant-l?scpref=107',b'False'
b'Restaurant Nippon',b'Midtown East',"b'155 East 52nd Street,New York, NY  10022'",b'restaurant-nippon?scpref=107',b'True'
b'Restaurant 2 Vine',b'Rochester',"b'24 Winthrop Street,Rochester, NY  14607'",b'restaurant-2-vine?scpref=107',b'False'
b'The Reserve Sushi & Steakhouse',b'Lakewood',"b'95 E. Kennedy Blvd,Lakewood, NJ  08701'",b'the-reserve-sushi-and-steakhouse?scpref=107',b'False'
b'Reserve Thai Wine Bar',b'Murray Hill',"b'407 Third Avenue,New York, NY  10016'",b'reserve-thai-wine-bar?scpref=107',b'True'
b'Remi',b'Midtown West',"b'145 West 53rd Street,New York, NY  10019'",b'remi?scpref=107',b'True'
b'Respite',b'Turtle Bay',"b'247 East 50th Street,New York, NY  10022'",b'respite?scpref=107',b'True'
"b""Remington's""",b'Manasquan',"b'142 Main Street,Manasquan, NJ  08736'",b'remingtons?scpref=107',b'False'
b'Restaurant Jean-Louis',b'Greenwich',"b'61 Lewis Street,Greenwich, CT  06830'",b'restaurant-jean-louis?scpref=107',b'False'
"b""Remlik's""",b'Binghamton',"b'31 Lewis Street,Binghamton, NY  13901'",b'remliks?scpref=107',b'False'
b'Rein at the Garden City Hotel',b'Garden City',"b'45 7th Street,Garden City, NY  11530'",b'rein-at-the-garden-city-hotel?scpref=107',b'False'
b'Redeye Grill',b'Midtown West',"b'890 Seventh Avenue,New York, NY  10019'",b'redeye-grill?scpref=107',b'True'
b'Regional',b'Upper West Side',"b'2607 Broadway,New York, NY  10025'",b'regional?scpref=107',b'True'
b'Red Rooster Harlem',b'Harlem',"b'310 Lenox Avenue,New York, NY  10027'",b'red-rooster-harlem?scpref=107',b'True'
b'red/bar brasserie',b'Southampton',"b'210 Hampton Road,Southampton, NY  11968'",b'red-bar-brasserie?scpref=107',b'False'
b'Red Restaurant',b'South Street Seaport',"b'19 Fulton Street,New York, NY  10038'",b'red-restaurant?scpref=107',b'True'
b'Red Hat on the River',b'Irvington',"b'One Bridge Street,Irvington, NY  10533'",b'red-hat-on-the-river?scpref=107',b'False'
b'Red Newt Bistro - NY',b'Hector',"b'3675 Tichenor Road,Hector, NY  14841'",b'red-newt-bistro-ny?scpref=107',b'False'
b'Red Egg',b'Chinatown',"b'202 Centre Street,New York, NY  10013'",b'red-egg?scpref=107',b'True'
b'Red Cat',b'Chelsea',"b'227 Tenth Avenue,New York, NY  10011'",b'red-cat?scpref=107',b'True'
b'Red',b'Red Bank',"b'3 Broad Street,Red Bank, NJ  07701'",b'red-red-bank?scpref=107',b'False'
b'Recette',b'West Village',"b'328 West 12th Street,New York, NY  10014'",b'recette?scpref=107',b'True'
b'The Recovery Room',b'Upper East Side',"b'1446 First Ave,New York, NY  10021'",b'the-recovery-room?scpref=107',b'True'
b'reBar',b'DUMBO / Vinegar Hill',"b'147 Front Street,Brooklyn, NY  11201'",b'rebar?scpref=107',b'True'
b'Re Sette',b'Midtown West',"b'7 West 45th Street,New York, NY  10036'",b're-sette?scpref=107',b'True'
b'Rayuela',b'Lower East Side',"b'165 Allen Street,New York, NY  10002'",b'rayuela?scpref=107',b'True'
b'Rats Restaurant - Grounds for Sculpture',b'Princeton',"b'16 Fairgrounds Road,Hamilton, NJ  08619'",b'rats-restaurant-grounds-for-sculpture?scpref=107',b'False'
"b'Rare, the Steak House'",b'Little Falls',"b'440 Main Street,Little Falls, NJ  07424'",b'rare-the-steak-house?scpref=107',b'False'
"b""Raoul's""",b'SoHo',"b'180 Prince St.,New York, NY  10012'",b'raouls?scpref=107',b'True'
b'Rare Bar and Grill',b'Chelsea',"b'152 West 26th Street,New York, NY  10001'",b'rare-bar-and-grill?scpref=107',b'True'
b'Rafaella on Ninth',b'Chelsea',"b'178 9th Avenue,New York, NY  10011'",b'rafaella-on-ninth?scpref=107',b'True'
b'Ragazzi Italian Kitchen & Bar',b'Nesconset',"b'2950 Middle Country Road,Nesconset, NY  11767'",b'ragazzi-italian-kitchen-and-bar?scpref=107',b'False'
b'RARE 650',b'Syosset',"b'650 Jericho Turnpike,Syosset, NY  11791'",b'sagamore-steak-house?scpref=107',b'False'
b'Race Lane',b'East Hampton',"b'31 Race Lane,East Hampton, NY  11937'",b'race-lane?scpref=107',b'False'
b'Rafina',b'Midtown East',"b'630 First Avenue,New York, NY  10016'",b'rafina?scpref=107',b'True'
"b""Rachel's Waterside Grill""",b'Freeport',"b'281 Woodcleft Ave.,Freeport, NY  11520'",b'rachels-waterside-grill?scpref=107',b'False'
b'The Rail House 1449',b'Rahway',"b'1449 Irving Street,Rahway, NJ  07065'",b'the-rail-house-1449?scpref=107',b'False'
b'Radiance Tea House & Books',b'Midtown West',"b'158 West 55th St.,New York, NY  10019'",b'radiance-tea-house-and-books?scpref=107',b'True'
b'Raaz',b'Jersey City',"b'537 Washington Blvd.,Jersey City, NJ  07310'",b'raaz?scpref=107',b'False'
b'R Lounge at Two Times Square',b'Theater District / Times Square',"b'714 Seventh Avenue (inside Renaissance Hotel),Two Times Square,New York, NY  10036'",b'r-lounge-at-two-times-square?scpref=107',b'True'
b'Quinto Quarto',b'Greenwich Village',"b'14 Bedford Street,New York, NY  10014'",b'quinto-quarto?scpref=107',b'True'
b'Quattro Pazzi',b'Stamford',"b'269 Bedford Street,Stamford, CT  06901'",b'quattro-pazzi?scpref=107',b'False'
b'Quattro - Trump Soho',b'SoHo',"b'246 Spring Street,New York, NY  10013'",b'quattro-trump-soho?scpref=107',b'True'
b'Puttanesca',b'Midtown West',"b'859 9th Avenue,New York, NY  10019'",b'puttanesca?scpref=107',b'True'
b'Punch Restaurant',b'Gramercy / Flatiron',"b'913 Broadway,New York, NY  10010'",b'punch-restaurant?scpref=107',b'True'
b'Pure Food and Wine',b'Gramercy / Flatiron',"b'54 Irving,New York, NY  10003'",b'pure-food-and-wine?scpref=107',b'True'
b'Pulse Restaurant and Bar',b'Rockefeller Center Midtown',"b'45 Rockefeller Plaza,3rd Floor,New York, NY  10111'",b'pulse-restaurant-and-bar?scpref=107',b'True'
"b""Pulino's""",b'Lower East Side',"b'282 Bowery,New York, NY  10012'",b'pulinos?scpref=107',b'True'
b'Punta Dura',b'Astoria',"b'41-15 34th Avenue,Astoria, NY  11103'",b'punta-dura?scpref=107',b'True'
b'Pulqueria',b'Chinatown',"b'11 Doyers Street,New York, NY  10013'",b'pulqueria?scpref=107',b'True'
b'Puglia Restaurant',b'Little Italy',"b'189 Hester Street,New York, NY  10013'",b'puglia-restaurant?scpref=107',b'True'
b'PUBLIC',b'NoLita',"b'210 Elizabeth Street,New York, NY  10012'",b'public?scpref=107',b'True'
b'Public House 49',b'Patchogue',"b'49 East Main Street,Patchogue, NY  11772'",b'public-house-49?scpref=107',b'False'
b'Provence - Albany',b'Albany',"b'Stuyvesant Plaza Western Ave,Albany, NY  12203'",b'provence?scpref=107',b'False'
b'Public House - New York',b'Midtown East',"b'140 E 41st St,New York, NY  10017'",b'public-house-new-york?scpref=107',b'True'
b'Protocol Restaurant',b'Buffalo',"b'6766 Transit Road,Buffalo, NY  14221'",b'protocol-restaurant?scpref=107',b'False'
b'Print Restaurant',"b""Hell's Kitchen""","b'653 Eleventh Avenue,Ink 48 Hotel,New York, NY  10036'",b'print-restaurant?scpref=107',b'True'
b'Quality Meats',b'Midtown West',"b'57 West 58th Street,New York, NY  10019'",b'quality-meats?scpref=107',b'True'
b'Prime Steakhouse',b'Webster',"b'42 E. Main Street,Webster, NY  14580'",b'prime-steakhouse-webster?scpref=107',b'False'
b'Prime at Saratoga National',b'Saratoga Springs',"b'458 Union Avenue,Saratoga Springs, NY  12866'",b'prime-at-saratoga-national?scpref=107',b'False'
b'Prime Cafe',b'Chelsea',"b'125 West 26th Street,New York, NY  10001'",b'prime-cafe?scpref=107',b'True'
b'Primehouse New York',b'Gramercy / Flatiron',"b'381 Park Avenue South at 27th Street,New York, NY  10016'",b'primehouse?scpref=107',b'True'
b'Pranna',b'Gramercy / Flatiron',"b'79 Madison Avenue,New York, NY  10016'",b'pranna?scpref=107',b'True'
b'Prime & Beyond New York',b'East Village',"b'90 E.10th St.,New York, NY  10003'",b'prime-and-beyond-new-york?scpref=107',b'True'
b'Posto 22',b'New Rochelle',"b'22 Division Street,New Rochelle, NY  10801'",b'posto-22?scpref=107',b'False'
b'Porto Vivo',b'Huntington',"b'7 Gerard Street,Huntington, NY  11743'",b'porto-vivo?scpref=107',b'False'
b'Prime - Huntington',b'Huntington',"b'117 New York Avenue,Huntington, NY  11743'",b'prime-huntington?scpref=107',b'False'
b'The Press Box Restaurant & Pub',b'Turtle Bay',"b'932 Second Avenue,New York, NY  10022'",b'the-press-box-restaurant-and-pub?scpref=107',b'True'
b'Portobello Restaurant',b'Greenwich Village',"b'208 Thompson Street,New York, NY  10012'",b'portobello-restaurant?scpref=107',b'True'
b'Porters on the Lane',b'Bellport',"b'19 Bellport Lane,Bellport, NY  11713'",b'porters-on-the-lane?scpref=107',b'False'
b'The Post House',b'Upper East Side',"b'28 E.63rd St.,New York, NY  10021'",b'the-post-house?scpref=107',b'True'
b'Portofino Restaurant',b'Bronx',"b'555 City Island Ave.,Bronx, NY  10464'",b'portofino-restaurant?scpref=107',b'True'
b'Porter House New York',b'Midtown West',"b'10 Columbus Circle,New York, NY  10019'",b'porter-house-new-york?scpref=107',b'True'
b'The Porter House Steak House & Cigar Bar',b'Montvale',"b'125 N. Kinderkamack Road,Montvale, NJ  07645'",b'the-porter-house-steak-house-and-cigar-bar?scpref=107',b'False'
b'The Porch @ Saratoga Racetrack',b'Saratoga Springs',"b'267 Union Avenue,Saratoga Springs, NY  12866'",b'the-porch-at-saratoga-racetrack?scpref=107',b'False'
b'Pond House Grille',b'Glastonbury',"b'2935 Main St.,Glastonbury, CT  06033'",b'pond-house-grille?scpref=107',b'False'
"b""Ponte's Restaurant""",b'TriBeCa - Downtown',"b'39 Desbrosses Street,New York, NY  10013'",b'pontes-restaurant?scpref=107',b'True'
b'Ponty Bistro',b'Gramercy / Flatiron',"b'218 Third Avenue,New York, NY  10003'",b'ponty-bistro?scpref=107',b'True'
b'Pond House Cafe',b'West Hartford',"b'1555 Asylum Avenue,West Hartford, CT  06117'",b'pond-house-cafe?scpref=107',b'False'
b'Pomme Cafe East - Sag Harbor',b'Sag Harbor',"b'16 Main Street,Sag Harbor, NY  11963'",b'pomme-cafe-east-sag-harbor?scpref=107',b'False'
b'Pomme Cafe & Brasserie - Astoria',b'Astoria',"b'37-19 Broadway,Astoria, NY  11103'",b'pomme-cafe-and-brasserie-astoria?scpref=107',b'True'
b'Polpo',b'Greenwich',"b'554 Old Post Road #3,Greenwich, CT  06830'",b'polpo?scpref=107',b'False'
b'Pomaire',b'Theater District / Times Square',"b'371 West 46th Street,New York, NY  10036'",b'pomaire?scpref=107',b'True'
b'Poco',b'Lower East Side',"b'33 Avenue B,New York, NY  10009'",b'poco?scpref=107',b'True'
b'Po Restaurant',b'Greenwich Village',"b'31 Cornelia Street,New York, NY  10014'",b'po-restaurant?scpref=107',b'True'
b'Plunge Bar',b'Meatpacking District',"b'18 Ninth Ave,New York, NY  10014'",b'plunge-bar?scpref=107',b'True'
b'Plum Pizzeria',b'East Village',"b'157 2nd Avenue,New York, NY  10003'",b'plum-pizzeria?scpref=107',b'True'
b'Plein Sud',b'TriBeCa - Downtown',"b'85 West Broadway,New York, NY  10007'",b'plein-sud?scpref=107',b'True'
b'The Pluckemin Inn',b'Bedminster',"b'359 Route 206,Bedminster, NJ  07921'",b'the-pluckemin-inn?scpref=107',b'False'
b'Plates',b'Larchmont',"b'121 Myrtle Blvd,Larchmont, NY  10538'",b'plates?scpref=107',b'False'
b'Plan B',b'Asbury Park',"b'705 Cookman Ave,Asbury Park, NJ  07712'",b'plan-b?scpref=107',b'False'
"b""PJ Moran's Pub & Restaurant""",b'Midtown East',"b'3 East 48th Street,New York, NY  10017'",b'pj-morans-pub-and-restaurant?scpref=107',b'True'
"b""Pio Pio - Hell's Kitchen""","b""Hell's Kitchen""","b'604 Tenth Avenue,New York, NY  10036'",b'pio-pio-hells-kitchen?scpref=107',b'True'
b'Pizza Roma - NY',b'West Village',"b'259 Bleecker Street,New York, NY  10014'",b'pizza-roma-ny?scpref=107',b'True'
"b""Pip's at The Copper Beech Inn""",b'Essex',"b'46 Main Street,Ivoryton, CT  06442'",b'pips-at-the-copper-beech-inn?scpref=107',b'False'
b'PizzArte',b'Midtown West',"b'69 West 55th Street,New York, NY  10019'",b'pizzarte?scpref=107',b'True'
b'Piola - New York City',b'Union Square',"b'48 East 12th Street,New York, NY  10003'",b'piola-new-york?scpref=107',b'True'
b'Pipa',b'Union Square',"b'38 East 19th Street,New York, NY  10003'",b'pipa?scpref=107',b'True'
b'The Pink Tea Cup',b'Greenwich Village',"b'88 7th Avenue South,New York, NY  10014'",b'the-pink-tea-cup?scpref=107',b'True'
b'The Pine Social',b'New Canaan',"b'36 Pine Street,New Canaan, CT  06840'",b'the-pine-social?scpref=107',b'False'
b'Pig n Whistle on 36th',b'Midtown West',"b'202 West 36th Street,New York, NY  10018'",b'pig-n-whistle-on-36th?scpref=107',b'True'
b'Pig n Whistle - Times Square',b'Theater District / Times Square',"b'165 West 47th Street,New York, NY  10036'",b'pig-n-whistle-times-square?scpref=107',b'True'
b'Pinocchio',b'Eastchester',"b'309 White Plains Rd.,Eastchester, NY  10709'",b'pinocchio?scpref=107',b'False'
b'Pillar and Plough - Hotel Williamsburg',b'Williamsburg',"b'160 N 12th St.,Williamsburg, NY  11249'",b'pillar-and-plough-hotel-williamsburg?scpref=107',b'True'
b'Pietrasanta',"b""Hell's Kitchen""","b'683 9th Avenue,New York, NY  10036'",b'pietrasanta?scpref=107',b'True'
"b""Pierre's - Bridgehampton""",b'Hamptons',"b'2468 Main street,P.O. Box 2200,Bridgehampton, NY  11932'",b'pierres-bridgehampton?scpref=107',b'False'
b'Pierre Loti Restaurant Chelsea',b'Chelsea',"b'258 West 15th Street,New York, NY  10011'",b'pierre-loti-restaurant-chelsea?scpref=107',b'True'
b'PicNic Market & Cafe',b'Upper West Side',"b'2665 Broadway,New York, NY  10025'",b'picnic-market-and-cafe?scpref=107',b'True'
b'Pierre Loti Midtown',b'Turtle Bay',"b'300 1/2 East 52nd Street,New York, NY  10022'",b'pierre-loti-midtown?scpref=107',b'True'
