name,neighborhood,address,url,is_nyc
"b""L'Atelier de Joel Robuchon - Four Seasons Hotel New York""",b'Midtown East',"b'57 East 57th St.,New York, NY  10022'",b'latelier-de-joel-robuchon-four-seasons-hotel-new-york?scpref=107',b'True'
b'Latitude 41',b'Mystic',"b'105 Greenmanville Avenue,Mystic, CT  06355'",b'latitude-41-mystic?scpref=107',b'False'
b'Lasagna Restaurant \xe2\x80\x93 Chelsea',b'Chelsea',"b'196 8th Avenue,New York, NY  10011'",b'lasagna-restaurant-chelsea?scpref=107',b'True'
b'Las Chicas Locas',b'Chelsea',"b'160 West 25th Street,New York, NY  10001'",b'las-chicas-locas?scpref=107',b'True'
b'Langosta Lounge',b'Asbury Park',"b'1000 Ocean Avenue,Asbury Park, NJ  07712'",b'langosta-lounge?scpref=107',b'False'
b'Lani Kai',b'SoHo',"b'525 Broome St.,New York, NY  10013'",b'lani-kai?scpref=107',b'True'
b'Landmarc TriBeCa',b'TriBeCa - Downtown',"b'179 West Broadway,New York, NY  10013'",b'landmarc-tribeca?scpref=107',b'True'
b'LArtusi',b'West Village',"b'228 West 10th Street,New York, NY  10014'",b'lartusi?scpref=107',b'True'
b'Lantern Thai Kitchen',b'Union Square',"b'311 Second Ave,New York, NY  10003'",b'lantern-thai-kitchen?scpref=107',b'True'
b'Lasagna Restaurant',b'Midtown East',"b'941 2nd Avenue,New York, NY  10022'",b'lasagna-restaurant?scpref=107',b'True'
"b""Langan's""",b'Midtown West',"b'150 West 47th Street,New York, NY  10036'",b'langans?scpref=107',b'True'
b'Lanterna Tuscan Bistro',b'Nyack',"b'3 South Broadway,Nyack, NY  10960'",b'lanterna-tuscan-bistro?scpref=107',b'False'
b'Landmarc at the Time Warner Center',b'Columbus Circle',"b'10 Columbus Circle,3rd Floor,New York, NY  11102'",b'landmarc-at-the-time-warner-center?scpref=107',b'True'
b'Lallisse Mediterranean Wine & Food',b'Murray Hill',"b'161 Lexington Ave,New York, NY  10016'",b'lallisse-mediterranean-wine-and-food?scpref=107',b'True'
"b""L'Allegria""",b'Madison',"b'7-11 Prospect Street,Madison, NJ  07940'",b'lallegria?scpref=107',b'False'
b'The Lambs Club',b'Midtown West',"b'132 West 44th Street,New York, NY  10036'",b'the-lambs-club?scpref=107',b'True'
"b""L'Allegria New York City""",b'Theater District / Times Square',"b'623 9th Avenue,New York, NY  10036'",b'lallegria-restaurant?scpref=107',b'True'
b'Lair',b'SoHo',"b'201 Lafayette Street,New York, NY  10012'",b'lair?scpref=107',b'True'
"b""L'Acqua Ristorante""",b'Freehold',"b'52 West Main st,Freehold, NJ  07728'",b'lacqua-ristorante?scpref=107',b'False'
b'Labrador Lounge',b'Asbury Park',"b'3581 Route 35 North,Normandy Beach, NJ  08739'",b'labrador-lounge?scpref=107',b'False'
b'Labella Restaurant NYC',b'Kips Bay',"b'252 East 32nd,New York, NY  10016'",b'labella-restaurant-nyc?scpref=107',b'True'
b'La Zarza',b'East Village',"b'166 First Avenue,New York, NY  10009'",b'la-zarza?scpref=107',b'True'
b'La Volpe Ristorante',b'Center Moriches',"b'611 Montauk Highway,Center Moriches, NY  11934'",b'la-volpe-ristorante?scpref=107',b'False'
b'La Vigna Restaurant & Bar',b'Forest Hills',"b'100-11 Metropolitan Avenue,Forest Hills, NY  11375'",b'la-vigna-restaurant-and-bar?scpref=107',b'True'
"b""L'Absinthe Brasserie""",b'Upper East Side',"b'227 East 67th Street,Between 2nd & 3rd Aves,New York, NY  10065-6002'",b'labsinthe-brasserie?scpref=107',b'True'
b'La Tavola - Sayville',b'Sayville',"b'183 W. Main Street,Sayville, NY  11782'",b'la-tavola-sayville?scpref=107',b'False'
b'La Sirene',b'SoHo',"b'558  Broome Street,(closer to Varick),New York, NY  10013'",b'la-sirene?scpref=107',b'True'
b'La Silhouette',"b""Hell's Kitchen""","b'362 West 53rd St.,New York, NY  10019'",b'la-silhouette?scpref=107',b'True'
b'La Rivista',b'Theater District / Times Square',"b'313 West 46th Street,New York, NY  10036'",b'la-rivista?scpref=107',b'True'
b'La Ripaille',b'Greenwich Village',"b'605 Hudson Street,New York, NY  10014'",b'la-ripaille?scpref=107',b'True'
b'La Reggia Ristorante',b'Secaucus',"b'40 Wood Avenue,Secaucus, NJ  07094'",b'la-reggia-ristorante?scpref=107',b'False'
b'La Promenade des Anglais',b'Chelsea',"b'461 West 23rd,New York, NY  10004'",b'la-promenade-des-anglais?scpref=107',b'True'
b'La Piazzetta',b'Williamsburg',"b'442 Graham Avenue,Brooklyn, NY  11211'",b'la-piazzetta?scpref=107',b'True'
b'La Petite Maison',b'Midtown West',"b'13-15 West 54th Street,New York, NY  10019'",b'la-petite-maison-new-york?scpref=107',b'True'
b'La Pergola',b'Millburn',"b'120 Essex Street,Millburn, NJ  07041'",b'la-pergola?scpref=107',b'False'
b'La Panetiere',b'Rye',"b'530 Milton Rd.,Rye, NY  10580'",b'la-panetiere?scpref=107',b'False'
b'La Paella',b'East Village',"b'214 East 9th Street,New York, NY  10003'",b'la-paella?scpref=107',b'True'
b'La Mirabelle',b'Upper West Side',"b'102 W. 86th St.,New York, NY  10024'",b'la-mirabelle?scpref=107',b'True'
b'La Mar Cebicheria Peruana - NY',b'Gramercy / Flatiron',"b'11 Madison Avenue #2,New York, NY  10010'",b'la-mar-cebicheria-peruana-ny?scpref=107',b'True'
b'La Griglia',b'Kenilworth',"b'740 Kenilworth Boulevard,Kenilworth, NJ  07033'",b'la-griglia-kenilworth?scpref=107',b'False'
b'La Mezzaluna',b'Princeton',"b'25 Witherspoon Street,Princeton, NJ  08540'",b'la-mezzaluna?scpref=107',b'False'
b'La Pace with Chef Michael',b'Glen Cove',"b'51 Cedar Swamp Road,Glen Cove, NY  11542'",b'la-pace-with-chef-michael?scpref=107',b'False'
b'La Masseria',b'Theater District / Times Square',"b'235 West 48th Street,New York, NY  10036'",b'la-masseria?scpref=107',b'True'
b'La Mela',b'Little Italy',"b'167 Mulberry Street,New York, NY  10013'",b'la-mela?scpref=107',b'True'
b'La Palapa East',b'East Village',"b""77 St. Mark's Place,New York, NY  10003""",b'la-palapa-east?scpref=107',b'True'
b'La Mangeoire',b'Midtown East',"b'1008 Second Avenue,New York, NY  10022'",b'la-mangeoire?scpref=107',b'True'
b'La Grenouille',b'Midtown East',"b'3 East 52nd Street,New York, NY  10022'",b'la-grenouille?scpref=107',b'True'
b'La Gloria',b'Jackson Heights',"b'86-13 Northern Blvd.,Jackson Heights, NY  11372'",b'la-gloria?scpref=107',b'True'
b'La Giara',b'Murray Hill',"b'501 3rd Avenue,New York, NY  10016'",b'la-giara?scpref=107',b'True'
b'La Gazzetta Bistro',b'Meatpacking District',"b'55 Gansevoort Street,New York, NY  10014'",b'la-gazzetta-bistro?scpref=107',b'True'
b'La Mediterranee',b'Midtown East',"b'947 2nd Avenue,New York, NY  10022'",b'la-mediterranee?scpref=107',b'True'
b'La Fonda del Sol - Main Dining Room',b'Midtown East',"b'200 Park Avenue at East 44th Street,MetLife Building,New York, NY  10020'",b'la-fonda-del-sol-main-dining-room?scpref=107',b'True'
b'La Cremaillere Restaurant',b'Bedford',"b'46 Bedford-Banksville Road,Bedford, NY  10506'",b'la-cremaillere-restaurant?scpref=107',b'False'
b'La Carbonara',b'West Village',"b'202 West 14th Street,New York, NY  10011'",b'la-carbonara?scpref=107',b'True'
b'La Fiamma Italian Bar and Grill',b'Harrison',"b'440 Harrison Ave.,Harrison, NJ  07029'",b'la-fiamma-italian-bar-and-grill?scpref=107',b'False'
b'La Corsa',b'Harlem',"b'123 East 110th Street,New York, NY  10029'",b'la-corsa?scpref=107',b'True'
b'La Cerveceria',b'East Village',"b'65 2nd Avenue,New York, NY  10003'",b'la-cerveceria?scpref=107',b'True'
b'La Carafe',"b""Hell's Kitchen""","b'653 9th Avenue,New York, NY  10036'",b'la-carafe?scpref=107',b'True'
b'La Barrique',b'Midtown West',"b'38 West 39th Street,New York, NY  10018'",b'la-barrique?scpref=107',b'True'
b'La Coquille',b'Manhasset',"b'1669 Northern Blvd.,Manhasset, NY  11030'",b'la-coquille?scpref=107',b'False'
b'La Bussola Ristorante',b'Glen Cove',"b'40 School Street,Glen Cove, NY  11542'",b'la-bussola-ristorante?scpref=107',b'False'
"b""Kutsher's Tribeca""",b'TriBeCa - Downtown',"b'186 Franklin Street,New York, NY  10013'",b'kutshers-tribeca-restaurant?scpref=107',b'True'
b'Kyochon',b'Midtown West',"b'319 5th Avenue,New York, NY  10016'",b'kyochon?scpref=107',b'True'
b'Kouzan',b'Upper West Side',"b'685 Amsterdam Avenue,New York, NY  10025'",b'kouzan?scpref=107',b'True'
b'Kudeta',b'New Haven',"b'27 Temple Street,New Haven, CT  06510'",b'kudeta?scpref=107',b'False'
b'La Boite en Bois',b'Lincoln Center',"b'75 West 68th Street,New York, NY  10023'",b'la-boite-en-bois?scpref=107',b'True'
b'La Bottega',b'Chelsea',"b'88 9th Avenue,The Maritime Hotel,New York, NY  10011'",b'la-bottega-new-york?scpref=107',b'True'
b'Koto Japanese Steakhouse',b'Syracuse',"b'2841 Erie Blvd. East,Syracuse, NY  13224'",b'koto-japanese-steakhouse?scpref=107',b'False'
b'Korea Palace',b'Midtown East',"b'127 East 54th Street,New York, NY  10022'",b'korea-palace?scpref=107',b'True'
b'Kona Grill - Stamford',b'Stamford',"b'230 Tresser Blvd.,Stamford Town Center,Stamford, CT  06901'",b'kona-grill-stamford?scpref=107',b'False'
b'Koliba Restaurant',b'Astoria',"b'31-11 23rd Ave,Astoria, NY  11105'",b'koliba-restaurant?scpref=107',b'True'
b'Koi - New York',b'Midtown West',"b'40 West 40th Street,New York, NY  10018'",b'koi-new-york?scpref=107',b'True'
b'Koji - New Haven',b'New Haven',"b'182 Temple Street,New Haven, CT  06510'",b'koji-new-haven?scpref=107',b'False'
b'Klimat',b'East Village',"b'77 East 7th St.,New York, NY  10003'",b'klimat?scpref=107',b'True'
b'Kona Grill - Woodbridge',b'Woodbridge',"b'511 US Highway 1,Iselin, NJ  08830'",b'kona-grill-woodbridge?scpref=107',b'False'
b'Kori Tribeca',b'TriBeCa - Downtown',"b'253 Church Street,New York, NY  10013'",b'kori-tribeca?scpref=107',b'True'
b'Knickerbocker Bar and Grill',b'Greenwich Village',"b'33 University Place,New York, NY  10003'",b'knickerbocker-bar-and-grill?scpref=107',b'True'
b'Kittichai',b'SoHo',"b'60 Thompson,New York, NY  10012'",b'kittichai?scpref=107',b'True'
"b""Klein's Fish Market, Waterside Cafe, Grill Room and Sushi Bar""",b'Belmar',"b'708 River Road,Belmar, NJ  07719'",b'kleins-fish-market-waterside-cafe-grill-room-and-sushi-bar?scpref=107',b'False'
b'Kites Restaurant',b'Hardyston',"b'2 Chamonix Drive,Vernon, NJ  07462'",b'kites-restaurant?scpref=107',b'False'
b'Kitchenette - Uptown',b'Upper West Side',"b'1272 Amsterdam Avenue,New York, NY  10027'",b'kitchenette-uptown?scpref=107',b'True'
b'Kiosk Restaurant & Lounge',b'Harlem',"b'80 East 116th Street,New York, NY  10029'",b'kiosk-restaurant-and-lounge?scpref=107',b'True'
b'Kitchenette - Tribeca',b'TriBeCa - Downtown',"b'156 Chambers Street,New York, NY  10007'",b'kitchenette-tribeca?scpref=107',b'True'
b'Kingswood',b'West Village',"b'121 West 10th Street,New York, NY  10011'",b'kingswood?scpref=107',b'True'
b'King Umberto Restaurant',b'Elmont',"b'1343 Hempstead Tpke.,Elmont, NY  11003'",b'king-umberto-restaurant?scpref=107',b'False'
b'Keens Steakhouse',b'Midtown West',"b'72 West 36th St.,New York, NY  10018'",b'keens-steakhouse?scpref=107',b'True'
b'Kefi',b'Upper West Side',"b'505 Columbus Avenue,New York, NY  10024'",b'kefi?scpref=107',b'True'
b'Kin Shop',b'West Village',"b'469 6th Avenue,New York, NY  10011'",b'kin-shop?scpref=107',b'True'
b'Khyber Grill: Frontier Indian Cuisine',b'South Plainfield',"b'684 Oak Tree Avenue,South Plainfield, NJ  07080'",b'khyber-grill-frontier-indian-cuisine?scpref=107',b'False'
b'The Ketch',b'Financial District',"b'181 Pearl Street,New York, NY  10005'",b'the-ketch?scpref=107',b'True'
b'Khloe Bistrot',b'Fort Lee',"b'1643 Schlosser street No:9,Fort Lee, NJ  07024'",b'khloe-bistrot?scpref=107',b'False'
b'Kibo',b'Gramercy / Flatiron',"b'111 East 18th Street,New York, NY  10003'",b'kibo?scpref=107',b'True'
b'Kellari Taverna',b'Theater District / Times Square',"b'19 West 44th,New York, NY  10036'",b'kellari-taverna-new-york?scpref=107',b'True'
b'Kebab Garden',b'East Village',"b'128 First Avenue,New York, NY  10009'",b'kebab-garden?scpref=107',b'True'
"b""Kennedy's""",b'Midtown West',"b'327 West 57th Street,New York, NY  10019'",b'kennedys?scpref=107',b'True'
b'Kasbah BBQ & Grill',b'Upper West Side',"b'251 West 85th Street,New York, NY  10024'",b'kasbah-bbq-and-grill?scpref=107',b'True'
b'Kanu @ The Whiteface Lodge',b'Lake Placid',"b'7 Whiteface Inn Lane,Lake Placid, NY  12946'",b'kanu-at-the-whiteface-lodge?scpref=107',b'False'
b'Karahi',b'West Village',"b'118 Christopher Street,New York, NY  10014'",b'karahi?scpref=107',b'True'
b'Kajitsu',b'East Village',"b'414 East 9th Street,New York, NY  10009'",b'kajitsu?scpref=107',b'True'
b'JUNGSIK',b'TriBeCa - Downtown',"b'2 Harrison St.,New York, NY  10013'",b'jungsik?scpref=107',b'True'
b'Kafana',b'East Village',"b'116 Avenue C,New York, NY  10009'",b'kafana?scpref=107',b'True'
b'Junoon Restaurant',b'Gramercy / Flatiron',"b'27 West 24th St.,New York, NY  10010'",b'junoon-restaurant?scpref=107',b'True'
b'Jubilee',b'Midtown East',"b'347 East 54th Street,New York, NY  10022'",b'jubilee?scpref=107',b'True'
b'Juliet Supper Club',b'Chelsea',"b'539 West 21st Street,New York, NY  10001'",b'juliet-supper-club?scpref=107',b'True'
"b""Johnny Utah's""",b'Rockefeller Center Midtown',"b'25 West 51st Street,New York, NY  10016'",b'johnny-utahs?scpref=107',b'True'
"b""Josie's West""",b'Upper West Side',"b'300 Amsterdam Avenue,New York, NY  10023'",b'josies-west?scpref=107',b'True'
b'Joseph',b'Atlantic Beach',"b'1395 Beech Street, The Sands Atlantic Beach,Atlantic Beach, NY  11509'",b'joseph?scpref=107',b'False'
b'JoJo',b'Upper East Side',"b'160 East 64th Street,New York, NY  10065'",b'jojo?scpref=107',b'True'
b'JoeDoe',b'East Village',"b'45 East 1st Street,New York, NY  10003'",b'joedoe?scpref=107',b'True'
"b""Jo's""",b'NoLita',"b'264 Elizabeth Street,New York, NY  10012'",b'jos?scpref=107',b'True'
"b""Jonathan's Ristorante""",b'Huntington',"b'15 Wall Street,Huntington, NY  11743'",b'jonathans-ristorante?scpref=107',b'False'
b'Joe G Restaurant',b'Midtown West',"b'244 West 56th Street,New York, NY  10019'",b'joe-g-restaurant?scpref=107',b'True'
"b""Josie's East""",b'Murray Hill',"b'565 3rd Avenue,New York, NY  10016'",b'josies-east?scpref=107',b'True'
"b""Joanna's Restaurant""",b'Upper East Side',"b'435 E 86th Street,New York, NY  10028'",b'joannas-restaurant?scpref=107',b'True'
b'Jewel of India - NYC',b'Midtown West',"b'15 West 44th Street,New York, NY  10036'",b'jewel-of-india?scpref=107',b'True'
b'JerkFish Jamaican Restaurant - Middletown',"b'Middletown, CT'","b'276 East Main Street,Middletown, CT  06457'",b'jerkfish-jamaican-restaurant-middletown?scpref=107',b'False'
b'Jazz Standard',b'Gramercy / Flatiron',"b'116 E. 27th St.,New York, NY  10016'",b'jazz-standard?scpref=107',b'True'
"b""Je'Bon Sushi & Noodle""",b'East Village',"b'15 Saint Marks Place,New York, NY  10003'",b'jebon-sushi-and-noodle?scpref=107',b'True'
b'JerkFish Jamaican Restaurant - Hamden',b'Hamden',"b'2100 Dixwell Avenue,Hamden, CT  06514'",b'jerkfish-jamaican-restaurant-hamden?scpref=107',b'False'
"b""Jake's Steakhouse - Long Island""",b'East Meadow',"b'2172 Hempstead Tpke.,,East Meadow, NY  11554'",b'jakes-steakhouse-long-island?scpref=107',b'False'
b'Jane',b'West Village',"b'100 West Houston Street,New York, NY  10012'",b'jane?scpref=107',b'True'
b'Jean Georges',b'Midtown West',"b'1 Central  Park West,New York, NY  10023'",b'jean-georges?scpref=107',b'True'
"b""Jeffrey's Restaurant by Claudio""",b'Milford',"b'501 New Haven Ave,Milford, CT  06614'",b'jeffreys-restaurant-by-claudio?scpref=107',b'False'
b'The Jamesport Manor Inn',b'North Fork',"b'370 Manor Lane,Riverhead, NY  11901'",b'the-jamesport-manor-inn?scpref=107',b'False'
b'Japonica',b'Union Square',"b'100 University Place,New York, NY  10003'",b'japonica?scpref=107',b'True'
b'James Beard House Events',b'West Village',"b'167 West 12th Street,New York, NY  10011'",b'james-beard-house-events?scpref=107',b'True'
b'Jacques Brasserie',b'Upper East Side',"b'204-206 E 85th Street,New York, NY  10028'",b'jacques-brasserie?scpref=107',b'True'
b'Jacques',b'NoLita',"b'20 Prince Street,New York, NY  10012'",b'jacques?scpref=107',b'True'
b'Jade Eatery & Lounge',b'Forest Hills',"b'1 Station Square,Forest Hills, NY  11375'",b'jade-eatery-and-lounge?scpref=107',b'True'
"b""Jackson's Restaurant""",b'Commack',"b'6005 Jericho Turnpike,Commack, NY  11725'",b'jacksons-restaurant?scpref=107',b'False'
"b""Jake's Steakhouse""",b'Bronx',"b'6031 Broadway,Bronx, NY  10471'",b'jakes-steakhouse?scpref=107',b'True'
"b""Jack's Restaurant & Bar - NYC""",b'Theater District / Times Square',"b'147 West 40th Street,New York, NY  10018'",b'jacks-restaurant-and-bar-new-york-city?scpref=107',b'True'
b'Ithaka',b'Upper East Side',"b'308 East 86th Street,New York, NY  10028'",b'ithaka?scpref=107',b'True'
b'Italianissimo',b'Upper East Side',"b'307 East 84th Street,New York, NY  10028'",b'italianissimo?scpref=107',b'True'
"b""Jack's Oyster House""",b'Albany',"b'42-44 State Street,Albany, NY  12207'",b'jacks-oyster-house?scpref=107',b'False'
b'Jack Bistro',b'Greenwich Village',"b'80 University Place,New York, NY  10003'",b'jack-bistro?scpref=107',b'True'
b'Jack Halyards American Bar & Grill',b'Oyster Bay',"b'62 South Street,Oyster Bay, NY  11771'",b'jack-halyards-american-bar-and-grill?scpref=107',b'False'
b'Izakaya on Smith',b'Carroll Gardens',"b'176 Smith Street,Brooklyn, NY  11201'",b'izakaya-on-smith?scpref=107',b'True'
b'Istanbul Kebab House',"b""Hell's Kitchen""","b'712 9th Avenue,New York, NY  10019'",b'istanbul-kebab-house?scpref=107',b'True'
b'Istana',b'Midtown East',"b'New York Palace Hotel,455 Madison Avenue,New York, NY  10022'",b'istana?scpref=107',b'True'
"b""Isabella's Italian Bistro""",b'Tarrytown',"b'61 Main Street,Tarrytown, NY  10591'",b'isabellas-italian-bistro?scpref=107',b'False'
b'J&K Steakhouse',b'Morristown',"b'56 South Street,Morristown, NJ  07960'",b'j-and-k-steakhouse?scpref=107',b'False'
b'Irish Coffee Pub',b'East Islip',"b'131 Carleton Ave.,East Islip, NY  11730'",b'irish-coffee-pub?scpref=107',b'False'
"b""Isabella's""",b'Upper West Side',"b'359 Columbus Ave at 77th Street,New York, NY  10024'",b'isabellas-new-york?scpref=107',b'True'
b'Istanbul Park',b'Park Slope',"b'293 7th Avenue,Brooklyn, NY  11215'",b'istanbul-park?scpref=107',b'True'
b'The Irish Exit',b'Midtown East',"b'978 Second Avenue,New York, NY  10022'",b'the-irish-exit?scpref=107',b'True'
b'J. Gilbert\xe2\x80\x99s \xe2\x80\x93 Wood Fired Steaks & Seafood \xe2\x80\x93 Glastonbury',b'Glastonbury',"b'185 Glastonbury Blvd.,Glastonbury, CT  06033'",b'j-gilberts-wood-fired-steaks-and-seafood-glastonbury?scpref=107',b'False'
b'Intermezzo',b'Chelsea',"b'202 8th Ave,New York, NY  10011'",b'intermezzo?scpref=107',b'True'
b'Iridium Jazz Club',b'Theater District / Times Square',"b'1650 Broadway,New York, NY  10019'",b'iridium-jazz-club?scpref=107',b'True'
"b""Inside Park at St. Bart's""",b'Midtown East',"b'325 Park Avenue @ 50th Street,New York, NY  10022'",b'inside-park-at-st-barts?scpref=107',b'True'
b'Intimo',b'Upper East Side',"b'1626 2nd Avenue,New York, NY  10021'",b'intimo?scpref=107',b'True'
b'Interstate Food & Liquor',b'Lower East Side',"b'74 Orchard Street,New York, NY  10002'",b'interstate-food-and-liquor?scpref=107',b'True'
b'The Inn Spot on The Bay',b'Hamptons',"b'32 Lighthouse Road,Hampton Bays, NY  11946'",b'the-inn-spot-on-the-bay?scpref=107',b'False'
"b""'inoteca e liquori""",b'Gramercy / Flatiron',"b'323 Third Avenue,New York, NY  10070'",b'inoteca-e-liquori?scpref=107',b'True'
b'Insignia Prime Steak & Sushi',b'Smithtown',"b'610 Nesconset Hwy,Smithtown, NY  11787'",b'insignia-prime-steak-and-sushi?scpref=107',b'False'
b'Infinity Bistro',b'Norfolk',"b'20 Greenwoods Road West-RTE 44,Norfolk, CT  06058'",b'infinity-bistro?scpref=107',b'False'
b'Indus Valley',b'Upper West Side',"b'2636 Broadway,New York, NY  10025'",b'indus-valley?scpref=107',b'True'
b'Indochine',b'NoHo',"b'430 Lafayette Street,New York, NY  10003'",b'indochine?scpref=107',b'True'
b'Indian Taj - West Village',b'West Village',"b'181 Bleecker Street,New York, NY  10012'",b'indian-taj-west-village?scpref=107',b'True'
b'Indian Clove',b'Sunnyside',"b'1180 Victory Blvd,Staten Island, NY  10301'",b'indian-clove?scpref=107',b'True'
b'Indian Tandoor Oven',b'Yorkville',"b'175 E 83rd Street,New York, NY  10028'",b'indian-tandoor-oven?scpref=107',b'True'
b'Indian Cafe',b'Upper West Side',"b'2791 Broadway,New York, NY  10025'",b'indian-cafe?scpref=107',b'True'
b'Incognito Bistro',b'Gramercy / Flatiron',"b'30 West 18th Street,New York, NY  10011'",b'incognito-bistro?scpref=107',b'True'
b'In Vino Wine Bar & Restaurant',b'East Village',"b'215 East 4th Street,New York, NY  10009'",b'in-vino-wine-bar-and-restaurant?scpref=107',b'True'
b'Il Riccio',b'Upper East Side',"b'152 East 79th Street,New York, NY  10021'",b'il-riccio?scpref=107',b'True'
b'Il Tesoro NYC',b'Upper East Side',"b'1578 First Ave.,New York, NY  10028'",b'il-tesoro-nyc?scpref=107',b'True'
b'ilili',b'Gramercy / Flatiron',"b'236 Fifth Avenue,New York, NY  10001'",b'ilili?scpref=107',b'True'
b'Inakaya',b'Theater District / Times Square',"b'620 8th Avenue (Aka: 231 West 40th Street),New York, NY  10018'",b'inakaya?scpref=107',b'True'
b'Il Violino',b'Upper West Side',"b'180 Columbus Avenue,New York, NY  10023'",b'il-violino?scpref=107',b'True'
b'Il Sogno Ristorante',b'Port Chester',"b'316 Boston Post Road,Port Chester, NY  10573'",b'il-sogno-ristorante-port-chester?scpref=107',b'False'
b'Il Pomodoro',b'Somerville',"b'41 Bridge St,Somerville, NJ  08876'",b'il-pomodoro?scpref=107',b'False'
b'iL Punto',b'Theater District / Times Square',"b'507 9th Ave at 38th St.,New York, NY  10018'",b'il-punto?scpref=107',b'True'
b'Imperial No. Nine',b'SoHo',"b'9 Crosby Street,New York, NY  10013'",b'imperial-no-nine?scpref=107',b'True'
b'Il Palio',b'Shelton',"b'5 Corporate Drive,Shelton, CT  06484'",b'il-palio-shelton?scpref=107',b'False'
b'Il Mulino - New York',b'Greenwich Village',"b'86 West 3rd Street,New York, NY  10012'",b'il-mulino-new-york?scpref=107',b'True'
b'Il Mulino - Long Island',b'Roslyn',"b'1042 Northern Blvd,Roslyn, NY  11576'",b'il-mulino-long-island?scpref=107',b'False'
b'Il Michelangelo Restaurant',b'Boonton',"b'91 Elcock Ave,Boonton, NJ  07005'",b'il-michelangelo-restaurant?scpref=107',b'False'
b'Il Postino',b'Midtown East',"b'337 East 49th Street,New York, NY  10017'",b'il-postino?scpref=107',b'True'
b'Il Cortile Restaurant',b'Little Italy',"b'125 Mulberry Street,New York, NY  10013'",b'il-cortile-restaurant?scpref=107',b'True'
b'Il Buco Alimentari & Vineria',b'NoHo',"b'53 Great Jones St.,New York, NY  10012'",b'il-buco-alimentari-and-vineria?scpref=107',b'True'
b'Il Castello',b'Mamaroneck',"b'576 Mamaroneck,Mamaroneck, NY  10543'",b'il-castello?scpref=107',b'False'
b'Il Buco',b'NoHo',"b'47 Bond St.,New York, NY  10012'",b'il-buco?scpref=107',b'True'
b'Il Corso',b'Midtown West',"b'54 West 55th Street,New York, NY  10019'",b'il-corso?scpref=107',b'True'
b'Il Bastardo',b'Chelsea',"b'191 7th Ave,New York, NY  10001'",b'il-bastardo?scpref=107',b'True'
b'Il Capriccio - NJ',b'Whippany',"b'633 Route 10 East,Whippany, NJ  07981'",b'il-capriccio-nj?scpref=107',b'False'
b'Il Cantinori',b'East Village',"b'32 East 10th Street,New York, NY  10003'",b'il-cantinori?scpref=107',b'True'
b'Il Brigante Restaurant',b'Financial District',"b'214 Front Street,New York, NY  10038'",b'il-brigante-restaurant?scpref=107',b'True'
b'Ice House Cafe & Restaurant',b'Bronx',"b'140 Reynolds Avenue,New York, NY  10465'",b'ice-house-cafe-and-restaurant?scpref=107',b'True'
b'I Tre Merli-SOHO',b'SoHo',"b'463 West Broadway,New York, NY  10012'",b'i-tre-merli-soho?scpref=107',b'True'
b'I Trulli',b'Murray Hill',"b'122 East 27th Street,New York, NY  10016'",b'i-trulli?scpref=107',b'True'
b'Iguana',b'Midtown West',"b'240 West 54th Street,New York, NY  10019'",b'iguana?scpref=107',b'True'
b'I Sodi',b'West Village',"b'105 Christopher Street,New York, NY  10014'",b'i-sodi?scpref=107',b'True'
b'Hype Lounge',b'East Village',"b'243 East 14th Street,New York, NY  10003'",b'hype-lounge?scpref=107',b'True'
"b""Hutch's Restaurant""",b'Buffalo',"b'1375 Delaware Avenue,Buffalo, NY  14209'",b'hutchs-restaurant?scpref=107',b'False'
b'Hudson Grille',b'White Plains',"b'165 Mamaroneck Avenue,White Plains, NY  10601'",b'hudson-grille?scpref=107',b'False'
"b""Hudson's Ribs & Fish""",b'Fishkill',"b'1099 Route 9,Fishkill, NY  12524'",b'hudsons-ribs-and-fish?scpref=107',b'False'
b'The Hurricane Club',b'Gramercy / Flatiron',"b'360 Park Avenue South,New York, NY  10010'",b'the-hurricane-club?scpref=107',b'True'
b'Hyatt Regency Princeton - The Crystal Garden',b'Princeton',"b'102 Carnegie Center,Princeton, NJ  08540'",b'hyatt-regency-princeton-the-crystal-garden?scpref=107',b'False'
b'Hotoke',b'New Brunswick',"b'350 George Street,New Brunswick, NJ  08901'",b'hotoke?scpref=107',b'False'
b'Hudson Hall',b'Midtown West',"b'356 West 58th Street,New York, NY  10019'",b'hudson-hall?scpref=107',b'True'
b'Hotel Chantelle',b'Lower East Side',"b'92 Ludlow St.,New York, NY  10002'",b'hotel-chantelle?scpref=107',b'True'
b'The Houndstooth Pub',b'Midtown West',"b'520 8th Avenue,New York, NY  10018'",b'the-houndstooth-pub?scpref=107',b'True'
b'Hourglass Tavern',b'Theater District / Times Square',"b'373 W. 46th St.,New York, NY  10036'",b'hourglass-tavern?scpref=107',b'True'
b'Hundred Acres',b'SoHo',"b'38 MacDougal St.,New York, NY  10012'",b'hundred-acres?scpref=107',b'True'
b'The House',b'Gramercy / Flatiron',"b'121 E 17th Street,New York, NY  10003'",b'colterra-new-york?scpref=107',b'True'
"b""Hot Tomato's""",b'Hartford / West Hartford',"b'1 Union Place,Hartford, CT  06103'",b'hot-tomatos?scpref=107',b'False'
b'Hot Kitchen',b'East Village',"b'104 2nd Avenue,New York, NY  10003'",b'hot-kitchen?scpref=107',b'True'
