name,id
"GAZALAS",2080
"GENERAL ASSEMBLY",2083
"GENERAL ASSEMBLY RESTAURANT & BAR",2084
"GENESIS BAR & RESTAURANT",2086
"GENTE",2091
"GENTLEMAN FARMER",2093
"GHANG THAI KITCHEN",2109
"GIANO",2117
"GIARDINETTO RESTAURANT",2118
"GIARDINO DORO",2120
"GIGINO",2122
"GIGINO TRATTORIA",2123
"GINA LA FORNARINA",2125
"GINGER",2129
"GINNYâS SUPPER CLUB",2131
"GIORGIOS OF GRAMERCY",2133
"GIORGIONE",2135
"GIOVANNI RANA PASTIFICIO & CUCINA",2138
"GLASS HOUSE TAVERN",2148
"GLASSERIE",2150
"GNOCCO",2156
"GOAT TOWN",2158
"GOBO",2159
"GOLDBAR",2161
"GOLDEN CREPES",2162
"GOLOSI",2164
"GOOD ENOUGH TO EAT",2166
"GOOD RESTAURANT",2167
"GOODFELLAS OLD WORLD BRICK OVEN PIZZA & PASTA",2168
"GOODFELLAâS BRICK OVEN PIZZA & RESTAURANT",2170
"GORDON RAMSAY",2171
"GOSSIP RESTAURANT",2173
"GOTHAM BAR AND GRILL",2175
"GOTHAM BISTRO",2176
"GRACE BAR",2179
"GRAMERCY TAVERN",2185
"GRAMERCY TERRACE",2186
"GRAN MORSI",2187
"GRAND CANYON RESTAURANT",2191
"GRAND CENTRAL OYSTER BAR",2192
"GRAND FERRY",2196
"GRAND FERRY TAVERN",2197
"GRAND SICHUAN",2199
"GRANDUCA DI SICILIA",2202
"GRAPE & VINE",2207
"GRAPE AND VINE",2208
"GRATA RESTAURANT AND WINE BAR",2210
"GRAZIE",2212
"GRAZIELLAS BROOKLYN",2213
"GREEK TAVERNA",2217
"GREENSQUARE TAVERN",2219
"GREENWICH GRILL",2220
"GREENWICH PROJECT",2221
"GREY LADY",2225
"GRIFONE",2227
"GROTTA AZZURRA",2232
"GUANTANAMERA",2233
"GUAYOYO RESTAURANT",2234
"GUSTO RISTORANTE E BAR AMERICANO",2237
"GUSTORGANICS",2238
"GUYS AMERICAN KITCHEN AND BAR",2239
"GWYNNETT ST",2241
"GYU KAKU",2242
"HA CHI",2247
"HA CHI",2248
"HACHI",2250
"HAKATA TONTON",2253
"HAKKASAN",2254
"HAKKASAN NEW YORK",2255
"HAKUBAI",2256
"HALDI",2259
"HALDI INDIAN CUISINE",2260
"HAMACHI JAPANESE RESTAURANT",2264
"HANCI TURKISH CUISINE",2269
"HARDINGS",2278
"HARLEM TAVERN",2280
"HARLOW",2281
"HARRY CIPRIANI",2283
"HARRYS CAFE AND STEAK",2284
"HARU SUSHI",2287
"HARVIST HARLEM",2293
"HASHI",2294
"HAVANA",2296
"HAVANA CENTRAL",2298
"HAVANA CENTRAL TIMES SQUARE",2301
"HAVANA NY",2304
"HAVANA SOCIAL",2305
"HAVEN RIVERFRONT RESTAURANT AND BAR",2306
"HAVEN ROOFTOP",2307
"HB BURGER",2310
"HEARTH",2314
"HEARTLAND BREWERY",2316
"HEARTLAND BREWERY CHOPHOUSE",2317
"HEARTWOOD",2318
"HECHO EN DUMBO",2319
"HECHO EN DUMBO CHEFâS TABLE MENU PRIX FIXE",2321
"HENDRIKS",2329
"HENRYS RESTAURANT",2333
"HGI GARDEN BAR AND GRILLE",2335
"HI LIFE BAR & GRILL",2336
"HI LIFE RESTAURANT & LOUNGE",2337
"HIGHLAND PARK",2340
"HIGHPOINT BISTRO AND BAR",2344
"HILL & DALE",2346
"HILL AND BAY",2347
"HILL COUNTRY",2348
"HILL COUNTRY BARBECUE MARKET",2349
"HILTON GARDEN INN BAR AND GRILLE",2350
"HK HELLS KITCHEN",2355
"HOGAR DULCE HOGAR",2359
"HOLDEN & ASTOR",2360
"HOME RESTAURANT",2363
"HOPE GARAGE",2367
"HOSPODA",2370
"HOTEL CHANTELLE",2375
"HOURGLASS TAVERN",2378
"HOUSE OF LASAGNA",2379
"HUDSON EATERY",2384
"HUDSON MARKET BURGER",2387
"HUDSON PLACE RESTAURANT & BAR",2388
"HUDSON RIVER CAFE",2390
"HUERTAS",2392
"HUMMUS 21",2393
"HUMMUS KITCHEN",2394
"HUMPHREY",2395
"HUNDRED ACRES",2396
"HUNTERS",2397
"I COPPI DI MATILDA",2405
"I SODI",2406
"I TRE MERLI SOHO",2408
"I TRULLI",2409
"IBIS",2410
"ICHABODS",2412
"ICHIRO",2413
"IDO SUSHI",2414
"IGUANA",2415
"IL BASTARDO",2419
"IL BRIGANTE RESTAURANT",2420
"IL BUCO",2421
"IL BUCO ALIMENTARI & VINERIA",2422
"IL CANTINORI",2424
"IL CORSO",2427
"IL CORTILE RESTAURANT",2428
"IL FORNO",2429
"IL GATTOPARDO",2433
"IL GIGLIO",2434
"IL MULINO",2439
"IL MULINO PRIME",2442
"IL MULINO TRATTORIA",2443
"IL MULINO UPTOWN",2444
"IL PICCOLO BUFALO",2447
"IL POSTINO",2451
"IL PRINCIPE",2453
"IL PUNTO",2454
"IL RICCIO",2455
"IL RISTORANTE ROSI",2456
"IL TESORO NYC",2458
"IL TINELLO",2459
"IL VIOLINO",2465
"ILILI",2466
"IMLI CAFE",2467
"IN VINO WINE BAR & RESTAURANT",2472
"INAKAYA",2474
"INCOGNITO BISTRO",2475
"INDIA HOUSE",2476
"INDIAN CAFE",2477
"INDIAN TAJ",2479
"INDOCHINE",2483
"INDUS VALLEY",2485
"INFUSE51 LOUNGE",2489
"INSIDE PARK",2490
"INTERMEZZO",2493
"INTERSTATE FOOD & LIQUOR",2494
"INTI NYC RESTAURANT",2495
"INVECCHIATO",2497
"INWOOD RESTAURANT",2498
"IPPIN SUSHI TAPAS & NOODLE BAR",2500
"IRIDIUM JAZZ CLUB",2502
"IRIS CAFE",2503
"IRON SUSHI",2506
"ISA",2508
"ISABELLAS",2509
"ISOLA ON COLUMBUS",2513
"ISOLA TRATTORIA & CRUDO BAR",2514
"ITALIANISSIMO",2520
"ITHAKA",2522
"IVYS BISTRO",2523
"IZAKAYA NOMAD",2524
"JACKS RESTAURANT & BAR",2538
"JACKS SLIDERS AND SUSHI",2539
"JACOBS PICKLES",2542
"JACQUES",2543
"JACQUES 1534",2544
"JACQUES BRASSERIE",2545
"JADO SUSHI",2547
"JAIYA",2548
"JAMES BEARD HOUSE",2551
"JAMES BEARD HOUSE  CHEFS AND CHAMPAGNE",2553
"JAMES BEARD HOUSE JAMES BEARD FOUNDATION GALA",2554
"JANE",2556
"JARRO",2560
"JAZZ STANDARD",2561
"JBIRD",2562
"JBIRD COCKTAILS",2563
"JEAN CLAUDE 2",2566
"JEAN GEORGES",2567
"JEANNE & GASTON",2568
"JEBON SUSHI AND NOODLE",2569
"JELSOMINO",2574
"JEWEL BAKO",2576
"JEZEBEL",2579
"JOS",2581
"JOANNE TRATTORIA",2583
"JOE & MISSESDOE",2585
"JOE ALLEN",2586
"JOE G RESTAURANT",2588
"JOEDOE",2592
"JOHN DORY OYSTER BAR",2595
"JOHNNY UTAHS",2598
"JOJO",2600
"JOLOFF",2603
"JONES WOOD FOUNDRY",2605
"JOSEPHS RESTAURANT",2607
"JOSHUA TREE",2610
"JOSIES WEST",2612
"JUBILEE 1ST AVENUE",2616
"JUDYS SPANISH RESTAURANT",2617
"JULES BISTRO",2618
"JUNGSIK",2621
"JUNI",2622
"JUNOON RESTAURANT",2624
"KAFANA",2629
"KAJITSU",2631
"KANA TAPAS BAR",2632
"KANG SUH",2634
"KAPPO MASA",2636
"KARIZMA HOOKAH LOUNGE",2638
"KARLOFF",2639
"KATCH BREW & GRILL",2641
"KATRA LOUNGE",2642
"KEENS STEAKHOUSE",2646
"KEFI",2647
"KELLARI TAVERNA",2649
"KELLEY AND PING",2650
"KEN & COOK",2651
"KEN COOK",2652
"KENNEDYS",2654
"KHAO SARN BROOKLYN",2655
"KHE YO",2656
"KHLOE BISTROT",2657
"KHUSHBOO INDIAN RESTAURANT",2658
"KILO",2663
"KIN SHOP",2664
"KING & GROVE",2665
"KING BEE",2666
"KING COLE SALON",2667
"KINGSIDE",2670
"KINGSWOOD",2671
"KIRAKUYA",2673
"KITCHENETTE",2679
"KITTICHAI",2681
"KOA",2688
"KOI",2690
"KOKUM",2693
"KOLIBA RESTAURANT",2694
"KOMBIT BAR & RESTAURANT",2695
"KOREA PALACE",2697
"KORI TRIBECA",2698
"KOUZAN",2702
"KRISTALBELLI",2705
"KTCHN (KITCHEN)",2707
"KUTSHERS TRIBECA",2711
"KYOCHON",2713
"L&W OYSTER CO",2714
"LABSINTHE BRASSERIE",2715
"LALLEGRIA NEW YORK CITY",2718
"LAPICIO",2720
"LASSO EAST VILLAGE",2723
"LECOLE",2725
"LECOLE  RESTAURANT OF THE INTERNATIONAL CULINARY CENTER",2726
"LEXPRESS",2728
"LISOLA RESTAURANT & WOOD BURNING PIZZA",2730
"LYBANE",2732
"LA BARBONA",2733
"LA BELLA VITA",2736
"LA BERGAMOTE",2737
"LA BODEGA 47 SOCIAL CLUB",2740
"LA BOITE EN BOIS",2741
"LA BOTTEGA",2744
"LA BROCHETTE KOSHER STEAKHOUSE",2745
"LA CARAFE",2749
"LA CARBONARA",2750
"LA CAYE",2753
"LA CENITA",2754
"LA CENITA (FKA ABE & ARTHURS)",2755
"LA CENITA STEAK",2756
"LA COCINEROS",2760
"LA COMPAGNIE DES VINS SURNATURELS",2761
"LA CONDESA",2762
"LA DEFENSE",2768
"LA ESQUINA",2771
"LA FONDA DEL SOL",2776
"LA GIARA",2780
"LA GRENOUILLE",2782
"LA MANGEOIRE",2787
"LA MAR CEBICHERIA PERUANA",2788
"LA MARINA",2789
"LA MASSERIA",2791
"LA MEDITERRANEE BISTRO & WINE BAR",2793
"LA MELA",2794
"LA MIRABELLE",2796
"LA NACIONAL",2797
"LA NONNA RISTORANTE & BAR",2798
"LA NUIT",2799
"LA PAELLA",2802
"LA PALAPA",2803
"LA PALAPA EAST",2804
"LA PIAZZETTA",2811
"LA PISCINE",2813
"LA PULPERIA",2816
"LA RIVISTA",2823
"LA ROSETTA BAR RESTAURANT",2824
"LA ROSETTA CUCINA MEDITERRANEA",2825
"LA SENORITA",2827
"LA SILHOUETTE",2828
"LA SIRENE",2829
"LA TARTE FLAMBEE",2832
"LA TARTE FLAMBEE  JARDIN",2833
"LA VARA",2837
"LA VIE EN SZECHUAN",2839
"LADINO TAPAS BAR & GRILL",2852
"LADUREE SOHO",2853
"LADY MENDLS",2854
"LAFAYETTE",2855
"LAIR",2859
"LALLISSE MEDITERRANEAN WINE & FOOD",2862
"LANDMARC",2863
"LANDMARC TRIBECA",2864
"LANDMARK TAVERN",2867
"LANGANS",2868
"LANTERN THAI (EAST VILLAGE)",2871
"LANTERN THAI KITCHEN",2872
"LARTUSI",2875
"LASAGNA RESTAURANT",2877
"LASAGNA RESTAURANT â CHELSEA",2878
"LATITUDE BAR & GRILL",2882
"LATTANZI",2884
"LAUT",2886
"LAVAGNA",2887
"LAVO",2889
"LAZZARAS PIZZA CAFE",2891
"LE BATEAU IVRE",2893
"LE BERNARDIN",2894
"LE BISTRO DâÃ  CÃ´TÃ©",2897
"LE CAIRE LOUNGE",2898
"LE CIRQUE",2902
"LE CIRQUE BRASSERIE",2903
"LE CIRQUE CAFE",2904
"LE COLONIAL",2905
"LE COMPTOIR",2906
"LE GIGOT",2907
"LE JARDIN",2908
"LE JARDIN BISTRO",2909
"LE MAGNIFIQUE",2910
"LE MIDI BAR & RESTAURANT",2912
"LE MIDI BISTRO",2913
"LE PARIS",2914
"LE PARISIEN",2915
"LE PERIGORD",2917
"LE PESCADEUX",2918
"LE PHILOSOPHE",2920
"LE RIVAGE",2923
"LE SINGE VERT",2925
"LE VILLAGE",2929
"LEFT BANK",2931
"LES ENFANTS TERRIBLES NYC",2944
"LES HALLES DOWNTOWN",2945
"LES HALLES PARK AVENUE",2946
"LEXINGTON BRASS",2951
"LEYLA",2953
"LIDO",2956
"LIEVITO PIZZERIA",2957
"LIGHTHOUSE",2959
"LIL FRANKIES",2961
"LILLI AND LOO",2962
"LILLIES",2963
"LILLIES TIMES SQUARE",2964
"LIMANI",2968
"LINCOLN CENTER KITCHEN",2976
"LINCOLN RISTORANTE",2977
"LITTLE MUENSTER",2985
"LITTLE PRINCE",2986
"LITTLE RASCAL CAFE & BAR",2987
"LITTLE TOWN",2988
"LITTLE TOWN NJ",2989
"LIVE BAIT",2992
"LIVINGSTON DINER",2993
"LIZARRAN",2994
"LOBBY LOUNGE",2995
"LOCAL 92",2997
"LOCALE",2999
"LOCALE RESTAURANT AND BAR",3003
"LOCANDA VERDE",3004
"LOCANDA VINI E OLII",3005
"LOI",3007
"LOKAL BISTRO",3008
"LOLA BKLYN",3010
"LOS AMERICANOS",3021
"LOS POLLITOS III",3024
"LOTUS BLUE RESTAURANT BAR",3025
"LOUIE AND CHAN",3030
"LOURO",3035
"LT BAR & GRILL",3037
"LT BURGER",3038
"LUCE RESTAURANT & ENOTECA",3048
"LUCKY CHENGS",3054
"LUCKY STRIKE",3055
"LUGO CAFFÃ©",3059
"LUGO CUCINA",3060
"LUKAS ITALIAN CUISINE",3062
"LUKSUS",3063
"LULU & ME",3064
"LUMI",3065
"LUNA PIENA RISTORANTE",3067
"LUNA ROSSA RISTORANTE",3068
"LUNA SUR LATIN BISTRO",3069
"LUNETTA",3072
"LURA RESTAURANT LOUNGE",3074
"LURE FISHBAR",3075
"LURE NEW YORK",3076
"LUSARDIS RESTAURANT",3079
"LUZ",3081
"MACAO TRADING COMPANY",3087
"MACELLERIA",3088
"MACONDO",3089
"MAD DOG & BEANS MEXICAN CANTINA",3090
"MADIBA",3093
"MADIBA RESTAURANT",3094
"MADISON & VINE",3095
"MADISON BISTRO",3097
"MADISON ROOM AND BAR",3098
"MAGGIES PLACE",3102
"MAGIA OSTERIA ITALIANA",3103
"MAHAL KITA",3105
"MAHZEN GRILL",3109
"MAIALINO",3111
"MAISON",3115
"MAISON HARLEM",3116
"MAISONO",3117
"MALAGA RESTAURANT",3120
"MALAI MARKE",3121
"MALBEC WINE RESTAURANT",3122
"MALONEY & PORCELLI",3123
"MALT N MASH",3124
"MAMAJUANA CAFE",3127
"MAMASITA BAR & GRILL",3128
"MANCORA",3133
"MANDUCATIS RUSTICA",3134
"MANETTAS RISTORANTE",3135
"MANGAL KEBAB & PIZZA",3136
"MANON",3145
"MANZANILLA",3151
"MAPLE",3153
"MAPPAMONDO",3154
"MARBLE LANE",3161
"MARC FORGIONE",3163
"MARCHE DU SUD",3167
"MARCHIS",3168
"MARCONY",3172
"MAREA",3173
"MARGAUX",3174
"MARI VANNA",3175
"MARIA BONITA",3176
"MARIA MENTIRAS BAR AND GRILL",3177
"MARIA PIA",3178
"MARINELLA",3181
"MARIOS TRATTORIA",3188
"MARKJOSEPH STEAKHOUSE",3204
"MARKT",3205
"MARLOW & SONS",3206
"MARMARIS CAFE",3208
"MARSEILLE",3210
"MARTA",3211
"MARU KARAOKE LOUNGE",3216
"MARUZZELLA",3217
"MASINA TRATTORIA ITALIANA",3224
"MASON JAR",3225
"MASQ RESTAURANT & LOUNGE",3226
"MASSO",3230
"MASTROS STEAKHOUSE",3232
"MATCH 65 (FORMERLY PARIS MATCH)",3234
"MATCH 65 BRASSERIE (FORMERLY PARIS MATCH)",3235
"MATILDA",3236
"MATTS GRILL",3240
"MAVI MEZE GRILL",3249
"MAX",3250
"MAX BRENNER",3254
"MAYA",3265
"MAYSVILLE",3266
"MAZE",3267
"MCCORMICK & SCHMICKS SEAFOOD",3269
"MCHALES BAR & GRILL",3274
"MCLOONES PIER HOUSE",3278
"MEADOWSWEET",3282
"MEASURE",3283
"MEAT ME GLATT KOSHER FRENCH STEAKHOUSE",3284
"MEDI WINE BAR",3286
"MEDICI 21",3287
"MEDITERRANEO",3290
"MEGU MIDTOWN",3293
"MEGU NEW YORK",3294
"MEHTAPHOR",3297
"MELI",3302
"MELIBEA",3303
"MENDL",3305
"MERCADITO",3306
"MERCADITO AVENUE B",3307
"MERCADITO GROVE",3308
"MERCER KITCHEN",3312
"MERCHANTS RIVER HOUSE",3315
"MESA GRILL",3320
"MESON SEVILLA",3325
"MEXIBBQ KITCHEN & DRAUGHT",3335
"MEXICAN FESTIVAL RESTAURANT",3336
"MEZETTO",3337
"MEZZE PLACE",3339
"MEZZOGIORNO",3340
"MI NIDITO",3341
"MICHAEL JORDANS THE STEAK HOUSE NYC",3346
"MICHAELS",3348
"MIDNIGHT BLUE RESTAURANT & LOUNGE",3354
"MIHOKOS 21 GRAMS",3356
"MIKA JAPANESE CUISINE & BAR",3357
"MIKES BISTRO",3358
"MILE END DELICATESSEN",3362
"MILLERS NEAR & FAR",3367
"MILLESIME",3369
"MINETTA TAVERN",3375
"MINIMO",3378
"MINT",3379
"MINTONS",3380
"MIRA SUSHI",3381
"MIRA SUSHI & IZAKAYA BAR",3382
"MIRANDA RESTAURANT",3385
"MISS KOREA",3388
"MISS KOREA BBQ",3389
"MISS LILYS",3390
"MISS LILYS 7A",3391
"MISS LILYS 7A CAFE",3392
"MK VALENCIA",3399
"MOJAVE",3411
"MOLOS",3417
"MOLYVOS",3418
"MOMINETTE",3420
"MOMO WEST VILLAGE",3421
"MOMOFUKU MÃ¡ PÃªCHE",3422
"MOMOKAWA",3423
"MONACO",3426
"MONK BAR & PIZZERIA",3427
"MONKEY BAR",3428
"MONT BLANC",3431
"MONTEBELLO RISTORANTE ITALIANO",3436
"MONUMENT LANE",3440
"MORANDI",3445
"MORGAN CAFE/DINING ROOM",3448
"MORIMOTO NEW YORK",3451
"MORNING STAR RESTAURANT",3452
"MORRELL WINE BAR & CAFE",3453
"MORSI",3455
"MORSO",3456
"MORTONS THE STEAKHOUSE",3457
"MORTONâS THE STEAKHOUSE",3458
"MOSCOW 57",3461
"MOTI MAHAL DELUX",3463
"MOZZARELLA & VINO",3464
"MP TAVERNA",3465
"MR CHOW",3468
"MR KS",3470
"MR ROBATA",3471
"MUGHLAI",3474
"MULBERRY PROJECT",3477
"MULINO A VINO",3481
"MULLIGANS PUB",3483
"MUMBLES",3484
"MURALS ON 54",3486
"MURRAYS CHEESE BAR",3490
"MUSTANG HARRYS",3492
"MUSTANG SALLYS",3493
"MXCO",3494
"MY MOST FAVORITE FOOD",3497
"MYMOON RESTAURANT",3498
"NAGOMI",3504
"NAI TAPAS",3505
"NAMASTE",3507
"NANA SUSHI",3512
"NANKING",3513
"NANNI RESTAURANT",3514
"NANNIS",3515
"NAPLES 45 RISTORANTE E PIZZERIA",3519
"NARCISSA RESTAURANT",3520
"NASHA RASHA",3522
"NATSUMI RESTAURANT",3524
"NAVY",3528
"NAYA MEZZE & GRILL",3530
"NEELYS BARBECUE PARLOR",3532
"NEGRIL VILLAGE",3533
"NELLO RESTAURANT",3535
"NELSON BLUE",3536
"NERAI",3539
"NETA",3543
"NEW LEAF RESTAURANT & BAR",3545
"NEW YORK CENTRAL",3549
"NEW YORK KIMCHI",3550
"NEXT DOOR",3552
"NGAM",3555
"NICE MATIN",3558
"NICK & STEFâS STEAKHOUSE",3563
"NICK & TONIS CAFE MANHATTAN",3566
"NIGHTINGALE 9",3577
"NILES NEW YORK CITY",3583
"NINJA NEW YORK",3588
"NINOS",3589
"NINOS POSITANO",3591
"NINOS TUSCANY",3593
"NINOS 46",3594
"NIOS",3595
"NIRVANA",3597
"NIZZA",3605
"NO 7",3606
"NOBU FIFTY SEVEN",3609
"NOBU NEW YORK",3610
"NOBU NEXT DOOR",3611
"NOCCIOLA RISTORANTE",3612
"NOCHE MEXICANA",3613
"NODUS THAI NOODLES & RICE",3614
"NOIR",3615
"NOMAD",3620
"NOMAD (EAST VILLAGE)",3621
"NOMADO 33",3622
"NORMAS",3626
"NORMANS CAY",3627
"NORMANS CAY",3628
"NORTH END GRILL",3630
"NORTH RIVER",3632
"NORTH SQUARE",3634
"NOTARO",3636
"NOUGATINE",3637
"NOUGATINE TERRACE",3638
"NOVECENTO NEW YORK",3643
"NOVITÃ¡",3647
"NUMERO 28 PIZZERIA NAPOLETANA",3657
"NYY STEAK",3662
"OBRIENS IRISH PUB",3664
"OCASEYS",3665
"ODONOGHUES BAR & RESTAURANT",3667
"OLUNNEYS TIMES SQUARE PUB",3669
"OREILLYS BAR & KITCHEN",3670
"OBAO",3680
"OBICA MOZZARELLA BAR PIZZA E CUCINA",3681
"OCABANON",3682
"OCEAN GRILL NEW YORK",3684
"OCEANA",3685
"OCHA",3690
"ODA HOUSE",3694
"OFICINA LATINA",3697
"OFRENDA",3698
"OLD HOMESTEAD RESTAURANT",3705
"OLIO PIZZA E PIÃ¹",3714
"OLIVES",3718
"OLIVIA",3719
"OLMA CAVIAR BOUTIQUE & BAR",3724
"OM REAL INDIAN FOOD",3726
"OMAR NYC",3727
"OMARS",3728
"OMONIA",3730
"ONE MORE THAI",3741
"ONEGIN",3743
"ONIEALS",3744
"OPENDOOR LIC",3748
"OPIA",3749
"ORALE MEXICAN KITCHEN",3751
"ORGANIC GRILL",3757
"ORGANIKA",3758
"ORIENT EXPRESS COCKTAIL BAR",3760
"ORNELLA TRATTORIA ITALIANA",3763
"ORSAY",3764
"ORSO",3765
"OSCARS",3770
"OSSO BUCO",3772
"OSTERIA AL DOGE",3775
"OSTERIA DEL PRINCIPE",3778
"OSTERIA IL PAIOLO",3779
"OSTERIA LAGUNA",3780
"OSTERIA MORINI",3781
"OUEST",3783
"OUZARIA",3784
"OVELIA PSISTARIA BAR",3785
"OXFORD KITCHEN",3786
"PADRE FIGLIO",3796
"PAGANI",3797
"PALA",3804
"PALM RESTAURANT",3811
"PAMPANO",3822
"PANAME FRENCH RESTAURANT",3827
"PANE E VINO",3831
"PAO",3837
"PAOLAS RESTAURANT",3838
"PAPADAM FLAVORS OF INDIA",3842
"PAPASITO MEXICAN GRILL  BROADWAY",3844
"PAPATZUL",3845
"PAPILLON BISTRO AND BAR",3847
"PAPPARDELLA",3848
"PAPRIKA",3849
"PARADOU",3852
"PARAMOUNT BAR AND GRILL",3856
"PAREA BISTRO",3858
"PAREA PRIME",3860
"PARIGOT",3862
"PARIS CAFÃ©",3863
"PARISH HALL",3865
"PARK AVENUE AUTUMN",3868
"PARK AVENUE BAR & GRILL",3869
"PARK AVENUE SPRING",3872
"PARK AVENUE SUMMER",3873
"PARK AVENUE TAVERN",3874
"PARK AVENUE WINTER",3875
"PARK KITCHEN",3879
"PARK WEST",3881
"PARKER & QUINN",3883
"PARLOR STEAKHOUSE",3885
"PASAR MALAM",3887
"PASCALOU",3889
"PASHA",3890
"PASTA LOVERS TRATTORIA",3895
"PASTIS",3901
"PATRICK KAVANAGHS",3906
"PATROON",3909
"PATZERIA FAMILY & FRIENDS",3911
"PAUL & JIMMYS RESTAURANT",3912
"PAULS DANCING CAFE",3913
"PAULS ON TIMES SQUARE",3914
"PAULANER BRAUHAUS & RESTAURANT LLC",3916
"PAULANER BRAUHAUS & RESTAURANT NYC",3917
"PAZZA NOTTE",3919
"PEACOCK ALLEY",3926
"PEARL AND ASH",3927
"PEASANT",3930
"PEELS",3932
"PEEP",3933
"PEIX BAR DE MARISCOS",3934
"PENNSYLVANIA 6",3936
"PENTHOUSE 808",3937
"PEPELA",3942
"PER LEI",3945
"PER SE",3946
"PERA MEDITERRANEAN BRASSERIE",3948
"PERA SOHO",3949
"PERBACCO",3951
"PERGOLA",3954
"PERIYALI",3957
"PERLA",3958
"PERRY ST",3960
"PERSEPOLIS",3962
"PESCATORE",3965
"PETALUMA",3966
"PETIT POULET",3969
"PETITE ABEILLE",3970
"PETROSSIAN",3971
"PHILIP MARIE",3973
"PHILIPPE",3974
"PHOENICIA",3977
"PICCOLA CUCINA",3983
"PICCOLA CUCINA ENOTECA",3984
"PICCOLA CUCINA OSTERIA",3985
"PICCOLA POSITANO",3987
"PICCOLO FIORE",3990
"PICHOLINE",3995
"PICNIC MARKET & CAFE",3997
"PIER 115 BAR AND GRILL",3998
"PIER 9",4001
"PIER A",4003
"PIERRE LOTI CHELSEA",4006
"PIERRE LOTI MIDTOWN",4007
"PIERRE LOTI RESTAURANT CHELSEA",4009
"PIERRE LOTI UNION SQUARE",4010
"PIERRE LOTI WINE BAR",4011
"PIETRASANTA",4013
"PIG AND KHAO",4014
"PIG N WHISTLE",4016
"PIG N WHISTLE ON 36TH",4017
"PIGALLE",4018
"PIO PIO",4027
"PIORA",4029
"PIPA",4031
"PIPPALI",4032
"PIRI PIRI",4035
"PITAYA JAPANESE RESTAURANT",4036
"PIZZA MEZZALUNA",4040
"PIZZA VINOTECA",4042
"PIZZARTE",4043
"PIZZETTERIA BRUNETTI",4046
"PJ MORANS PUB & RESTAURANT",4048
"PLAN B",4049
"PLAYWRIGHT IRISH PUB",4053
"PLEIN SUD",4054
"PLUNGE BAR",4056
"POCO",4059
"POMAIRE",4062
"POMODORO ROSSO",4067
"PONTES RESTAURANT",4072
"PONTY BISTRO",4073
"PORTALIA",4081
"PORTER HOUSE NEW YORK",4082
"POTLIKKER",4093
"POUND & PENCE",4094
"POUNDS & OUNCES",4095
"PRANDIAL",4096
"PRANNA",4097
"PRAVDA",4099
"PRESERVE24 RESTAURANT & BAR",4100
"PRIME & BEYOND NEW YORK",4104
"PRIME ONE 16 STEAKHOUSE",4112
"PRINT RESTAURANT",4120
"PROSPECT",4122
"PRUNE",4128
"PSARI",4129
"PUBLIC",4130
"PUBLIC HOUSE",4131
"PULINOS",4135
"PULQUERIA",4136
"PULSE RESTAURANT AND BAR",4137
"PUNCH RESTAURANT",4138
"PUNJABI TADKA",4140
"PUNTA CANA COFFEE SHOP & RESTAURANT",4141
"PUNTA DURA",4142
"PURE FOOD AND WINE",4145
"PURPLE GINGER",4148
"PUTNAMS",4149
"PUTTANESCA",4150
"QUALITY ITALIAN",4153
"QUALITY MEATS",4154
"QUEEN OF THE NIGHT",4158
"R LOUNGE",4162
"RACINES NY",4167
"RADIANCE TEA HOUSE & BOOKS",4169
"RAFAELLA ON NINTH",4171
"RAFELE",4172
"RAFINA",4173
"RAINBOW ROOM",4175
"RANDOLPH BEER",4179
"RANDOLPH BROOKLYN",4180
"RANGOLI",4182
"RAOULS",4183
"RARE BAR AND GRILL",4185
"RAYMI",4192
"RAYUELA",4193
"RE SETTE",4194
"REBAR",4195
"REBECCAS",4196
"RECETTE",4198
"RED CAT",4201
"RED EGG",4202
"RED GRAVY",4203
"RED ROOSTER HARLEM",4212
"REDEYE GRILL",4216
"REGENCY 540 PARKS POWER BREAKFAST HOSTED BY PARK AVENUE WINTER",4218
"REGENCY BAR AND GRILL",4219
"REGIONAL",4222
"REGIS ROYAL RISTORANTE",4223
"REMI",4226
"RESERVE CUT",4230
"RESERVE THAI WINE BAR",4231
"RESPITE",4232
"RESTAURANT NIPPON",4241
"RESTAURANT SOBA NIPPON",4243
"RESTAURANTE LA LIBERTAD",4246
"RESTO",4247
"REVEL",4249
"REYNARD @ THE WYTHE HOTEL",4251
"RIBALTA PIZZA",4255
"RICARDO OCEAN GRILL",4257
"RICE N BEANS RESTAURANT",4260
"RINTINTIN",4267
"RISTORANTE MORINI",4283
"RIVER CAFE",4288
"RIVERBANK GRILL",4290
"RIVERPARK",4293
"RIVERVIEW",4295
"RIZZOS FINE PIZZA CO BEER & WINE BAR",4298
"ROBERT",4303
"ROC RESTAURANT",4306
"ROCCOS TACOS",4310
"ROCHELLES",4312
"ROCK CENTER CAFE",4313
"ROOFTOP 48",4329
"ROOM 53",4330
"ROSA MEXICANO",4334
"ROSANJIN",4336
"ROSARITO FISH SHACK",4337
"ROSETTE",4342
"ROSIE OGRADYS",4343
"ROSSINIS RESTAURANT",4346
"ROTHMANNS STEAKHOUSE",4348
"ROTISSERIE GEORGETTE",4350
"ROUGE ET BLANC",4352
"ROUGE TOMATE",4353
"ROUTE 66",4357
"ROUTE 66 SMOKEHOUSE",4358
